provider_reference,negotiated_rate,billing_code,billing_code_type,negotiation_arrangement,negotiated_type,billing_class
34438,302.040000,0002M,CPT,ffs,negotiated,professional
30373,302.040000,0002M,CPT,ffs,negotiated,professional
1756,211.430000,0002M,CPT,ffs,negotiated,professional
20137,302.040000,0002M,CPT,ffs,negotiated,professional
48753,276.870000,0002M,CPT,ffs,negotiated,professional
2134,219.970000,0002M,CPT,ffs,negotiated,professional
17164,211.430000,0002M,CPT,ffs,negotiated,professional
8618,211.430000,0002M,CPT,ffs,negotiated,professional
9497,176.190000,0002M,CPT,ffs,negotiated,professional
51076,211.430000,0002M,CPT,ffs,negotiated,professional
52081,211.430000,0002M,CPT,ffs,negotiated,professional
26107,211.430000,0002M,CPT,ffs,negotiated,professional
26993,211.430000,0002M,CPT,ffs,negotiated,institutional
19263,503.400000,0002M,CPT,ffs,negotiated,professional
53736,211.430000,0002M,CPT,ffs,negotiated,professional
42500,211.430000,0002M,CPT,ffs,negotiated,professional
10776,302.040000,0002M,CPT,ffs,negotiated,professional
3201,271.840000,0002M,CPT,ffs,negotiated,professional
35982,352.380000,0002M,CPT,ffs,negotiated,professional
48626,302.040000,0002M,CPT,ffs,negotiated,professional
38810,302.040000,0002M,CPT,ffs,negotiated,professional
2849,211.430000,0002M,CPT,ffs,negotiated,professional
1505,211.430000,0002M,CPT,ffs,negotiated,professional
37989,211.430000,0002M,CPT,ffs,negotiated,professional
53509,211.430000,0002M,CPT,ffs,negotiated,professional
23146,211.430000,0002M,CPT,ffs,negotiated,professional
10835,211.430000,0002M,CPT,ffs,negotiated,professional
33051,211.430000,0002M,CPT,ffs,negotiated,professional
39057,211.430000,0002M,CPT,ffs,negotiated,professional
15737,211.430000,0002M,CPT,ffs,negotiated,professional
46502,327.210000,0002M,CPT,ffs,negotiated,professional
13479,211.430000,0002M,CPT,ffs,negotiated,professional
15600,211.430000,0002M,CPT,ffs,negotiated,professional
55066,370.500000,0002M,CPT,ffs,negotiated,professional
19319,211.430000,0002M,CPT,ffs,negotiated,professional
6141,251.700000,0002M,CPT,ffs,negotiated,professional
41344,211.430000,0002M,CPT,ffs,negotiated,professional
39386,211.430000,0002M,CPT,ffs,negotiated,professional
38243,211.430000,0002M,CPT,ffs,negotiated,professional
10570,211.430000,0002M,CPT,ffs,negotiated,professional
12584,211.430000,0002M,CPT,ffs,negotiated,professional
6209,302.040000,0002M,CPT,ffs,negotiated,professional
22837,211.430000,0002M,CPT,ffs,negotiated,professional
57377,503.400000,0002M,CPT,ffs,negotiated,professional
20042,211.430000,0002M,CPT,ffs,negotiated,professional
2885,211.430000,0002M,CPT,ffs,negotiated,professional
12917,216.710000,0002M,CPT,ffs,negotiated,professional
11477,211.430000,0002M,CPT,ffs,negotiated,professional
59130,302.040000,0002M,CPT,ffs,negotiated,professional
32435,211.430000,0002M,CPT,ffs,negotiated,professional
42924,302.040000,0002M,CPT,ffs,negotiated,professional
52329,503.400000,0002M,CPT,ffs,negotiated,professional
45167,233.110000,0002M,CPT,ffs,negotiated,professional
6734,302.040000,0002M,CPT,ffs,negotiated,professional
42698,302.040000,0002M,CPT,ffs,negotiated,professional
35545,211.430000,0002M,CPT,ffs,negotiated,professional
24245,211.430000,0002M,CPT,ffs,negotiated,professional
55190,211.430000,0002M,CPT,ffs,negotiated,professional
8471,211.430000,0002M,CPT,ffs,negotiated,professional
52587,205.390000,0002M,CPT,ffs,negotiated,professional
57889,211.430000,0002M,CPT,ffs,negotiated,professional
1728,302.040000,0002M,CPT,ffs,negotiated,professional
8397,256.730000,0002M,CPT,ffs,negotiated,professional
47618,302.040000,0002M,CPT,ffs,negotiated,professional
45140,211.430000,0002M,CPT,ffs,negotiated,professional
43926,211.430000,0002M,CPT,ffs,negotiated,professional
5788,302.040000,0002M,CPT,ffs,negotiated,professional
8078,302.040000,0002M,CPT,ffs,negotiated,professional
22249,211.430000,0002M,CPT,ffs,negotiated,professional
47909,256.730000,0002M,CPT,ffs,negotiated,professional
54290,302.040000,0002M,CPT,ffs,negotiated,professional
61627,503.400000,0002M,CPT,ffs,negotiated,professional
38815,302.040000,0002M,CPT,ffs,negotiated,professional
11268,251.700000,0002M,CPT,ffs,negotiated,professional
41808,211.430000,0002M,CPT,ffs,negotiated,professional
27568,211.430000,0002M,CPT,ffs,negotiated,professional
31631,302.040000,0002M,CPT,ffs,negotiated,professional
28100,251.700000,0002M,CPT,ffs,negotiated,professional
27021,125.850000,0002M,CPT,ffs,negotiated,professional
61469,211.430000,0002M,CPT,ffs,negotiated,professional
23193,503.400000,0002M,CPT,ffs,negotiated,institutional
25361,302.040000,0002M,CPT,ffs,negotiated,professional
46702,256.730000,0002M,CPT,ffs,negotiated,professional
8935,211.430000,0002M,CPT,ffs,negotiated,professional
1156,211.430000,0002M,CPT,ffs,negotiated,professional
61536,211.430000,0002M,CPT,ffs,negotiated,professional
38611,176.190000,0002M,CPT,ffs,negotiated,professional
27614,241.630000,0002M,CPT,ffs,negotiated,professional
34166,302.040000,0002M,CPT,ffs,negotiated,professional
48715,302.040000,0002M,CPT,ffs,negotiated,professional
18427,211.430000,0002M,CPT,ffs,negotiated,professional
8854,211.430000,0002M,CPT,ffs,negotiated,professional
55067,211.430000,0002M,CPT,ffs,negotiated,professional
20410,211.430000,0002M,CPT,ffs,negotiated,professional
17103,211.430000,0002M,CPT,ffs,negotiated,professional
48454,211.430000,0002M,CPT,ffs,negotiated,professional
6945,211.430000,0002M,CPT,ffs,negotiated,professional
31415,302.040000,0002M,CPT,ffs,negotiated,professional
15789,302.040000,0002M,CPT,ffs,negotiated,professional
33655,211.430000,0002M,CPT,ffs,negotiated,professional
34721,211.430000,0002M,CPT,ffs,negotiated,professional
11452,729.930000,0002M,CPT,ffs,negotiated,professional
46898,478.230000,0002M,CPT,ffs,negotiated,professional
10843,211.430000,0002M,CPT,ffs,negotiated,professional
15759,302.040000,0002M,CPT,ffs,negotiated,professional
45827,442.990000,0002M,CPT,ffs,negotiated,professional
18663,226.530000,0002M,CPT,ffs,negotiated,professional
33586,211.430000,0002M,CPT,ffs,negotiated,professional
22518,211.430000,0002M,CPT,ffs,negotiated,professional
13381,211.430000,0002M,CPT,ffs,negotiated,professional
43812,372.520000,0002M,CPT,ffs,negotiated,professional
18366,211.430000,0002M,CPT,ffs,negotiated,professional
19947,176.190000,0002M,CPT,ffs,negotiated,professional
23619,235.590000,0002M,CPT,ffs,negotiated,professional
46335,211.430000,0002M,CPT,ffs,negotiated,professional
49591,251.700000,0002M,CPT,ffs,negotiated,professional
47006,211.430000,0002M,CPT,ffs,negotiated,professional
60291,211.430000,0002M,CPT,ffs,negotiated,professional
30378,251.700000,0002M,CPT,ffs,negotiated,professional
50060,176.190000,0002M,CPT,ffs,negotiated,professional
649,276.870000,0002M,CPT,ffs,negotiated,professional
53347,251.700000,0002M,CPT,ffs,negotiated,professional
3510,302.040000,0002M,CPT,ffs,negotiated,professional
59568,211.430000,0002M,CPT,ffs,negotiated,professional
49523,302.040000,0002M,CPT,ffs,negotiated,professional
25942,211.430000,0002M,CPT,ffs,negotiated,professional
13819,302.040000,0002M,CPT,ffs,negotiated,professional
55370,251.700000,0002M,CPT,ffs,negotiated,professional
15205,302.040000,0002M,CPT,ffs,negotiated,professional
31883,211.430000,0002M,CPT,ffs,negotiated,professional
44952,302.040000,0002M,CPT,ffs,negotiated,professional
40247,226.530000,0002M,CPT,ffs,negotiated,professional
35901,503.400000,0002M,CPT,ffs,negotiated,professional
8865,176.190000,0002M,CPT,ffs,negotiated,professional
5924,503.400000,0002M,CPT,ffs,negotiated,professional
16259,176.190000,0002M,CPT,ffs,negotiated,professional
5554,211.430000,0002M,CPT,ffs,negotiated,professional
45231,211.430000,0002M,CPT,ffs,negotiated,professional
60805,211.430000,0002M,CPT,ffs,negotiated,professional
39800,302.040000,0002M,CPT,ffs,negotiated,professional
52845,211.430000,0002M,CPT,ffs,negotiated,professional
32878,211.430000,0002M,CPT,ffs,negotiated,professional
16807,231.560000,0002M,CPT,ffs,negotiated,professional
57968,246.670000,0002M,CPT,ffs,negotiated,professional
2676,211.430000,0002M,CPT,ffs,negotiated,professional
43411,251.700000,0002M,CPT,ffs,negotiated,professional
31077,211.430000,0002M,CPT,ffs,negotiated,professional
39900,302.040000,0002M,CPT,ffs,negotiated,professional
3337,251.700000,0002M,CPT,ffs,negotiated,professional
14798,211.430000,0002M,CPT,ffs,negotiated,professional
16392,251.700000,0002M,CPT,ffs,negotiated,professional
44900,211.430000,0002M,CPT,ffs,negotiated,professional
18868,211.430000,0002M,CPT,ffs,negotiated,professional
42799,503.400000,0002M,CPT,ffs,negotiated,professional
58564,211.430000,0002M,CPT,ffs,negotiated,professional
39469,302.040000,0002M,CPT,ffs,negotiated,professional
40077,251.700000,0002M,CPT,ffs,negotiated,professional
36550,211.430000,0002M,CPT,ffs,negotiated,professional
49374,211.430000,0002M,CPT,ffs,negotiated,professional
59614,211.430000,0002M,CPT,ffs,negotiated,professional
45018,211.430000,0002M,CPT,ffs,negotiated,professional
27317,211.430000,0002M,CPT,ffs,negotiated,professional
6265,211.430000,0002M,CPT,ffs,negotiated,professional
13721,211.430000,0002M,CPT,ffs,negotiated,professional
36493,211.430000,0002M,CPT,ffs,negotiated,professional
24301,211.430000,0002M,CPT,ffs,negotiated,professional
59287,276.870000,0002M,CPT,ffs,negotiated,professional
11673,211.430000,0002M,CPT,ffs,negotiated,professional
27042,503.400000,0002M,CPT,ffs,negotiated,professional
28399,302.040000,0002M,CPT,ffs,negotiated,professional
8947,302.040000,0002M,CPT,ffs,negotiated,professional
12283,302.040000,0002M,CPT,ffs,negotiated,professional
36,302.040000,0002M,CPT,ffs,negotiated,professional
58420,251.700000,0002M,CPT,ffs,negotiated,professional
43112,503.400000,0002M,CPT,ffs,negotiated,professional
13575,302.040000,0002M,CPT,ffs,negotiated,professional
4138,302.040000,0002M,CPT,ffs,negotiated,professional
45904,211.430000,0002M,CPT,ffs,negotiated,professional
10066,211.430000,0002M,CPT,ffs,negotiated,professional
39581,211.430000,0002M,CPT,ffs,negotiated,professional
15435,211.430000,0002M,CPT,ffs,negotiated,professional
26074,503.400000,0002M,CPT,ffs,negotiated,professional
56048,211.430000,0002M,CPT,ffs,negotiated,professional
58180,211.430000,0002M,CPT,ffs,negotiated,professional
52262,211.430000,0002M,CPT,ffs,negotiated,professional
9126,211.430000,0002M,CPT,ffs,negotiated,professional
22332,302.040000,0002M,CPT,ffs,negotiated,professional
59623,302.040000,0002M,CPT,ffs,negotiated,professional
25884,1309.340000,0002M,CPT,ffs,negotiated,professional
46252,302.040000,0002M,CPT,ffs,negotiated,professional
38593,226.530000,0002M,CPT,ffs,negotiated,professional
51809,211.430000,0002M,CPT,ffs,negotiated,professional
2480,302.040000,0002M,CPT,ffs,negotiated,professional
53016,302.040000,0002M,CPT,ffs,negotiated,professional
6220,211.430000,0002M,CPT,ffs,negotiated,professional
36688,503.400000,0002M,CPT,ffs,negotiated,institutional
5152,211.430000,0002M,CPT,ffs,negotiated,professional
14300,211.430000,0002M,CPT,ffs,negotiated,professional
23769,251.700000,0002M,CPT,ffs,negotiated,professional
17627,211.430000,0002M,CPT,ffs,negotiated,professional
11638,211.430000,0002M,CPT,ffs,negotiated,professional
31168,211.430000,0002M,CPT,ffs,negotiated,professional
46371,302.040000,0002M,CPT,ffs,negotiated,professional
56119,302.040000,0002M,CPT,ffs,negotiated,professional
52907,211.430000,0002M,CPT,ffs,negotiated,professional
21341,302.040000,0002M,CPT,ffs,negotiated,professional
3874,302.040000,0002M,CPT,ffs,negotiated,professional
18214,241.630000,0002M,CPT,ffs,negotiated,professional
28999,503.400000,0002M,CPT,ffs,negotiated,professional
59445,302.040000,0002M,CPT,ffs,negotiated,professional
9833,211.430000,0002M,CPT,ffs,negotiated,professional
38867,302.040000,0002M,CPT,ffs,negotiated,professional
30458,211.430000,0002M,CPT,ffs,negotiated,professional
37533,553.740000,0002M,CPT,ffs,negotiated,professional
12692,211.430000,0002M,CPT,ffs,negotiated,professional
38167,211.430000,0002M,CPT,ffs,negotiated,professional
7185,276.870000,0002M,CPT,ffs,negotiated,professional
36046,211.430000,0002M,CPT,ffs,negotiated,professional
14026,302.040000,0002M,CPT,ffs,negotiated,professional
11169,256.730000,0002M,CPT,ffs,negotiated,professional
45716,453.060000,0002M,CPT,ffs,negotiated,professional
50508,211.430000,0002M,CPT,ffs,negotiated,professional
7202,302.040000,0002M,CPT,ffs,negotiated,professional
55709,578.910000,0002M,CPT,ffs,negotiated,professional
2653,251.700000,0002M,CPT,ffs,negotiated,professional
43822,302.040000,0002M,CPT,ffs,negotiated,professional
32319,211.430000,0002M,CPT,ffs,negotiated,professional
14608,211.430000,0002M,CPT,ffs,negotiated,professional
31557,302.040000,0002M,CPT,ffs,negotiated,professional
12048,648.630000,0002M,CPT,ffs,negotiated,professional
22854,251.700000,0002M,CPT,ffs,negotiated,professional
27276,211.430000,0002M,CPT,ffs,negotiated,professional
6305,211.430000,0002M,CPT,ffs,negotiated,professional
10831,211.430000,0002M,CPT,ffs,negotiated,professional
53720,211.430000,0002M,CPT,ffs,negotiated,professional
45149,302.040000,0002M,CPT,ffs,negotiated,professional
7324,794.700000,0002M,CPT,ffs,negotiated,professional
51139,302.040000,0002M,CPT,ffs,negotiated,professional
38333,176.190000,0002M,CPT,ffs,negotiated,professional
61453,503.400000,0002M,CPT,ffs,negotiated,professional
20180,201.360000,0002M,CPT,ffs,negotiated,professional
831,211.430000,0002M,CPT,ffs,negotiated,professional
1867,211.430000,0002M,CPT,ffs,negotiated,professional
13743,1258.500000,0002M,CPT,ffs,negotiated,professional
60903,211.430000,0002M,CPT,ffs,negotiated,professional
26945,302.040000,0002M,CPT,ffs,negotiated,professional
5895,503.400000,0002M,CPT,ffs,negotiated,professional
56132,211.430000,0002M,CPT,ffs,negotiated,professional
31228,211.430000,0002M,CPT,ffs,negotiated,professional
15247,211.430000,0002M,CPT,ffs,negotiated,professional
29578,302.040000,0002M,CPT,ffs,negotiated,professional
25664,211.430000,0002M,CPT,ffs,negotiated,professional
37328,176.190000,0002M,CPT,ffs,negotiated,professional
16827,604.080000,0002M,CPT,ffs,negotiated,professional
20415,226.530000,0002M,CPT,ffs,negotiated,professional
15926,211.430000,0002M,CPT,ffs,negotiated,professional
60113,226.530000,0002M,CPT,ffs,negotiated,professional
54942,302.040000,0002M,CPT,ffs,negotiated,professional
35457,176.190000,0002M,CPT,ffs,negotiated,professional
4485,211.430000,0002M,CPT,ffs,negotiated,professional
58020,503.400000,0002M,CPT,ffs,negotiated,professional
31912,503.400000,0002M,CPT,ffs,negotiated,professional
7615,226.530000,0002M,CPT,ffs,negotiated,professional
36288,302.040000,0002M,CPT,ffs,negotiated,professional
22638,211.430000,0002M,CPT,ffs,negotiated,professional
7212,233.100000,0002M,CPT,ffs,negotiated,professional
59697,211.430000,0002M,CPT,ffs,negotiated,professional
29293,211.430000,0002M,CPT,ffs,negotiated,professional
33734,251.700000,0002M,CPT,ffs,negotiated,professional
40457,211.430000,0002M,CPT,ffs,negotiated,professional
50988,211.430000,0002M,CPT,ffs,negotiated,professional
60982,302.040000,0002M,CPT,ffs,negotiated,professional
16193,302.040000,0002M,CPT,ffs,negotiated,professional
61749,251.700000,0002M,CPT,ffs,negotiated,professional
19767,302.040000,0002M,CPT,ffs,negotiated,professional
8740,176.190000,0002M,CPT,ffs,negotiated,professional
39131,211.430000,0002M,CPT,ffs,negotiated,professional
37142,251.700000,0002M,CPT,ffs,negotiated,professional
7762,176.190000,0002M,CPT,ffs,negotiated,professional
59751,503.400000,0002M,CPT,ffs,negotiated,professional
11282,302.040000,0002M,CPT,ffs,negotiated,professional
11207,211.430000,0002M,CPT,ffs,negotiated,professional
17724,276.870000,0002M,CPT,ffs,negotiated,professional
24073,276.870000,0002M,CPT,ffs,negotiated,professional
48469,302.040000,0002M,CPT,ffs,negotiated,professional
6483,211.430000,0002M,CPT,ffs,negotiated,professional
49694,211.430000,0002M,CPT,ffs,negotiated,professional
61123,211.430000,0002M,CPT,ffs,negotiated,professional
13548,211.430000,0002M,CPT,ffs,negotiated,professional
15890,251.700000,0002M,CPT,ffs,negotiated,professional
20574,211.430000,0002M,CPT,ffs,negotiated,professional
44453,211.430000,0002M,CPT,ffs,negotiated,professional
1404,211.430000,0002M,CPT,ffs,negotiated,professional
30995,354.140000,0002M,CPT,ffs,negotiated,professional
52465,211.430000,0002M,CPT,ffs,negotiated,professional
38372,251.700000,0002M,CPT,ffs,negotiated,professional
40367,302.040000,0002M,CPT,ffs,negotiated,professional
53948,302.040000,0002M,CPT,ffs,negotiated,professional
25525,251.700000,0002M,CPT,ffs,negotiated,professional
39891,276.870000,0002M,CPT,ffs,negotiated,professional
12717,211.430000,0002M,CPT,ffs,negotiated,professional
32124,302.040000,0002M,CPT,ffs,negotiated,professional
15971,302.040000,0002M,CPT,ffs,negotiated,professional
51406,302.040000,0002M,CPT,ffs,negotiated,professional
25224,1887.750000,0002M,CPT,ffs,negotiated,professional
52016,302.040000,0002M,CPT,ffs,negotiated,professional
51634,211.430000,0002M,CPT,ffs,negotiated,professional
4471,211.430000,0002M,CPT,ffs,negotiated,professional
12326,302.040000,0002M,CPT,ffs,negotiated,professional
49843,211.430000,0002M,CPT,ffs,negotiated,professional
44660,211.430000,0002M,CPT,ffs,negotiated,professional
53571,302.040000,0002M,CPT,ffs,negotiated,professional
53075,302.040000,0002M,CPT,ffs,negotiated,professional
20350,302.040000,0002M,CPT,ffs,negotiated,professional
50518,211.430000,0002M,CPT,ffs,negotiated,professional
47759,211.430000,0002M,CPT,ffs,negotiated,professional
38969,211.430000,0002M,CPT,ffs,negotiated,professional
52188,302.040000,0002M,CPT,ffs,negotiated,professional
33627,176.190000,0002M,CPT,ffs,negotiated,professional
27770,176.190000,0002M,CPT,ffs,negotiated,professional
49617,211.430000,0002M,CPT,ffs,negotiated,professional
45218,251.700000,0002M,CPT,ffs,negotiated,professional
34106,503.400000,0002M,CPT,ffs,negotiated,professional
